id,tokens,ner_tags,input_ids,token_type_ids,attention_mask,labels,true_labels,pred_labels,reward
89,"['@jackjohnson' 'where' 'can' 'I' 'get' 'the' 'official' 'set' 'list' 'to'
 'the' 'show' 'at' 'Berkeley' 'in' 'Oct' '6th' '?!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0],"[  101  1030  2990  5558  7295  3385  2073  2064  1045  2131  1996  2880
  2275  2862  2000  1996  2265  2012  8256  1999 13323  5351  1029   999
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    0    0    0    0    0    0    0    0
    0    0    0    0    7    0    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
90,"['Check' 'this' 'video' 'out' '--' 'Three' 'Days' 'Grace' '-' 'Break' '('
 'Official' 'Music' 'Video' ')' '[' 'HQ' ']' 'http://t.co/GOwCLQJ' 'via'
 '@youtube']",[0 0 0 0 0 5 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  4638  2023  2678  2041  1011  1011  2093  2420  4519  1011  3338
  1006  2880  2189  2678  1007  1031 16260  1033  8299  1024  1013  1013
  1056  1012  2522  1013  2175 16526  2140  4160  3501  3081  1030  7858
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0 -100    5    6    6    0    0    0    0
    0    0    0    0    0    0    0 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
91,"['Haha' 'I' 'seen' 'a' 'ped' 'egg' 'called' 'a' 'foot' 'cheese' 'grater'
 'today' '.' 'I' 'found' 'it' 'proper' 'hilarious' 'xD']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  5292  3270  1045  2464  1037 21877  2094  8288  2170  1037  3329
  8808 24665 24932  2651  1012  1045  2179  2009  5372 26316  1060  2094
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100    0    0    0    0 -100    0    0    0    0    0    0
 -100    0    0    0    0    0    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
92,['friday' 'night' 'missions' 'iguess' '!'],[0 0 0 0 0],[  101  5958  2305  6416  1045 22967  2015   999   102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0    0    0    0 -100 -100    0 -100],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
93,"['Just' 'got' 'home' 'from' 'school' '.' ':D' 'it' ""'s"" 'friday' 'guys'
 '!,']",[0 0 0 0 0 0 0 0 0 0 0 0],"[ 101 2074 2288 2188 2013 2082 1012 1024 1040 2009 1005 1055 5958 4364
  999 1010  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0 -100    0    0 -100    0    0
    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
94,"['@ohy22SD' 'Hopefully' 'the' 'Force' 'will' 'be' 'VERY' 'strong' 'with'
 'the' '#Padres' 'tonight' '.' 'We' 'NEED' 'a' 'win' '.' '#ScoreSomeRuns']",[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0],"[  101  1030  2821  2100 19317 16150 11504  1996  2486  2097  2022  2200
  2844  2007  1996  1001 21577  3892  1012  2057  2342  1037  2663  1012
  1001  7644  8462 15532  2015   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    0    0    0    0    0    0    0    0
    0    5 -100    0    0    0    0    0    0    0    0 -100 -100 -100
 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
95,"['""' 'before' 'we' 'start' ',' 'how' 'old' 'are' 'you' '?' 'HER' ':' 'I'
 ""'m"" '15' '..' 'old' 'enough' '!........' '#FindTheNearestExit']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1000  2077  2057  2707  1010  2129  2214  2024  2017  1029  2014
  1024  1045  1005  1049  2321  1012  1012  2214  2438   999  1012  1012
  1012  1012  1012  1012  1012  1012  1001  2424 10760 22084 28533 10288
  4183   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100    0    0 -100    0    0    0 -100 -100 -100 -100 -100 -100
 -100 -100    0 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
96,"['RT' '@ericjohnsalut' '""' 'Good' 'Morning' '!' 'Have' 'a' 'pleasant'
 'and' 'happy' 'day' '!""' 'http://dlvr.it/5Rh4w']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030  4388  5558  7295 12002  4904  1000  2204  2851   999
  2031  1037  8242  1998  3407  2154   999  1000  8299  1024  1013  1013
 21469 19716  1012  2009  1013  1019 25032  2549  2860   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100 -100    0    0    0    0    0    0
    0    0    0    0    0 -100    0 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
97,"['when' 'did' '@thecodysimpson' 'last' 'tweet' ',?' ';)']",[0 0 0 0 0 0 0],"[  101  2043  2106  1030  1996  3597  5149  5332 25370  2239  2197  1056
 28394  2102  1010  1029  1025  1007   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0 -100 -100 -100 -100 -100 -100    0    0 -100 -100
    0 -100    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
98,"['@JoshRamsayArmy' 'Kay' 'sorry' '...' 'Well' 'my' 'dad' 'lest' 'when' 'i'
 'was' '3' '.' 'He' 'has' 'issues' '.' 'He' 'held' 'a' 'knife' 'at' 'mom'
 '.' 'I' 'can' 'STILL' 'remember' 'that' '...' '=/']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030  6498  6444 24322 27292  2100 10905  3374  1012  1012  1012
  2092  2026  3611 26693  2043  1045  2001  1017  1012  2002  2038  3314
  1012  2002  2218  1037  5442  2012  3566  1012  1045  2064  2145  3342
  2008  1012  1012  1012  1027  1013   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[-100    0 -100 -100 -100 -100 -100    0    0    0 -100 -100    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100 -100    0 -100
 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
99,"['OH' ':' 'Power' 'nap' '.' 'I' 'need' 'it' '.' 'Its' 'been' 'a'
 'stressful' 'week' '.' ""I'm"" 'excited' 'for' 'xmas' ',' 'haha' '.'
 'Goodnight' '.' ':)' 'http://bit.ly/9fQGkC']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2821  1024  2373 18996  1012  1045  2342  2009  1012  2049  2042
  1037  6911  3993  2733  1012  1045  1005  1049  7568  2005  1060  9335
  1010  5292  3270  1012 22708  1012  1024  1007  8299  1024  1013  1013
  2978  1012  1048  2100  1013  1023  2546  4160  2290  2243  2278   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100    0    0    0 -100 -100    0    0    0 -100    0    0 -100    0
    0    0    0 -100    0 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
100,"['Wow' '..' 'saw' 'pictures' 'of' 'Robert' '....' 'spent' '2' '1/2'
 'years' 'with' 'him' '.' 'Broke' 'up' '4' 'months' 'ago' '&amp;' 'I'
 'miss' 'when' 'we' 'were' 'perfect' '..']",[0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 10166  1012  1012  2387  4620  1997  2728  1012  1012  1012  1012
  2985  1016  1015  1013  1016  2086  2007  2032  1012  3631  2039  1018
  2706  3283  1004 23713  1025  1045  3335  2043  2057  2020  3819  1012
  1012   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100    0    0 -100    0    0    0    9    0 -100 -100 -100    0    0
    0 -100 -100    0    0    0    0    0    0    0    0    0    0 -100
 -100    0    0    0    0    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
101,"['RT' '@rockerfuckerak' ':' 'What' ""'s"" 'done' 'is' 'done' ',' 'Just'
 'leave' 'it' 'alone' ',' 'and' ""don't"" 'regret' '.' 'Sometimes'
 'somethings' 'turn' 'in-to' 'dumb' 'things' '.' 'And' 'that' ""'s"" 'when'
 '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030 24779 11263  9102  4817  1024  2054  1005  1055  2589
  2003  2589  1010  2074  2681  2009  2894  1010  1998  2123  1005  1056
  9038  1012  2823  2242  2015  2735  1999  1011  2000 12873  2477  1012
  1998  2008  1005  1055  2043  1012  1012  1012   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100 -100 -100    0    0    0 -100    0    0    0
    0    0    0    0    0    0    0    0 -100 -100    0    0    0    0
 -100    0    0 -100 -100    0    0    0    0    0    0 -100    0    0
 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
102,"['@N4T4YLOR' ""he'll"" 'probaly' 'have' 'something' 'completely' 'different'
 'now' '!' 'Hope' 'your' 'havin' 'a' 'good' 'time']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030  1050  2549  2102  2549  8516  2953  2002  1005  2222  4013
 10264  2100  2031  2242  3294  2367  2085   999  3246  2115  5292  6371
  1037  2204  2051   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100 -100 -100    0 -100 -100    0 -100 -100
    0    0    0    0    0    0    0    0    0 -100    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
103,"['We' 'are' 'one' 'step' 'closer' 'to' 'our' 'new' 'kitchens' '.' 'We'
 'chose' 'a' 'maker' 'and' 'had' 'official' 'measurements' 'taken' 'today'
 '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2057  2024  2028  3357  3553  2000  2256  2047 26051  1012  2057
  4900  1037  9338  1998  2018  2880 11702  2579  2651   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
104,"['@lofolulu' 'RT' '@couponprincess' ':' 'Please' 'vote' 'for' 'me' 'to'
 'be' 'a' 'Deal' 'Pro' 'in' 'Chicago' 'in' 'November' '!' 'TY'
 'http://bit.ly/cgmnoX' '-' 'DO' 'WHAT' '@LOFOLULU' 'SAYS' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030  8840 14876  7630  7630 19387  1030  8648  2239 18098  2378
  9623  2015  1024  3531  3789  2005  2033  2000  2022  1037  3066  4013
  1999  3190  1999  2281   999  5939  8299  1024  1013  1013  2978  1012
  1048  2100  1013  1039 21693  3630  2595  1011  2079  2054  1030  8840
 14876  7630  7630  2758   999   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0 -100 -100 -100 -100    0    0 -100 -100 -100 -100 -100 -100
    0    0    0    0    0    0    0    0    0    0    0    7    0    0
    0    0    0 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100    0    0    0    0 -100 -100 -100 -100    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
105,"['@zeeDOTi' 'i' 'might' 'join' 'in' 'if' 'I' 'make' 'it' 'home' 'in'
 'time' '.' ':)']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030 23727 27364  2072  1045  2453  3693  1999  2065  1045  2191
  2009  2188  1999  2051  1012  1024  1007   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
106,"['@DanaTennille' 'that' ""'s"" 'wazzup' '.' 'congrats' 'on' 'your' 'win'
 'in' 'week' '1' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030 11271  6528  3490  6216  2008  1005  1055 11333 13213  6279
  1012 26478  8609  2015  2006  2115  2663  1999  2733  1015  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    0    0 -100    0 -100 -100    0    0
 -100 -100    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
107,"['@Terrysagirl' 'love' 'to' ',' 'it' ""'s"" 'iffy' 'though' ',' 'i' ""don't""
 'wanna' 'give' 'up' 'privacy' 'for' 'the' 'guys' '.' 'But' 'after'
 'episode' 'one' ',' 'they' 'should' 'be' 'on' 'imdb' ';)']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030  6609  3736 15239  2293  2000  1010  2009  1005  1055  2065
 12031  2295  1010  1045  2123  1005  1056 10587  2507  2039  9394  2005
  1996  4364  1012  2021  2044  2792  2028  1010  2027  2323  2022  2006
 10047 18939  1025  1007   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]","[-100    0 -100 -100 -100    0    0    0    0    0 -100    0 -100    0
    0    0    0 -100 -100    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
108,"['One' 'day' 'the' 'things' 'i' 'say' 'and' 'do' 'is' 'gonna' 'get' 'me'
 'a' 'nice' 'slap' '..']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2028  2154  1996  2477  1045  2360  1998  2079  2003  6069  2131
  2033  1037  3835 14308  1012  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
109,"['Shows' 'Tonight-Local' 'Natives' '@TheMusicBoxLA' ',' 'Primus'
 '@ClubNokia' 'Marina&amp;Diamonds' '@ElReyTheatre' ',' 'Mystery' 'Jets'
 '@TheTroubadour' '(' 'via' '@TheScenestar' ')']",[0 0 5 0 0 5 0 0 0 0 5 6 0 0 0 0 0],"[  101  3065  3892  1011  2334 12493  1030  2068  2271  2594  8758  2721
  1010 26927  7606  1030  2252  3630 21128  9985  1004 23713  1025 11719
  1030  3449 15202 10760  4017  2890  1010  6547  9924  1030  1996 13181
 19761 26797  2099  1006  3081  1030  1996 11020 28553  7559  1007   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100    5    0 -100 -100 -100 -100 -100    0    5
 -100    0 -100 -100 -100    0 -100 -100 -100 -100    0 -100 -100 -100
 -100 -100    0    5    6    0 -100 -100 -100 -100 -100    0    0    0
 -100 -100 -100 -100    0 -100]","['O', 'O', 'B-group', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
110,"['@geek' '@borkware' 'Somehow' 'my' 'iPad' 'in' 'Airplane' 'mode' 'with'
 'WiFi' 'off' 'has' 'no' 'problem' 'connecting' 'to' 'internet' '.' 'Time'
 'for' 'a' 'wipe' 'or' 'downgrade' '.']","[ 0  0  0  0 11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0]","[  101  1030 29294  1030  8945  8024  8059  5064  2026 25249  1999 13297
  5549  2007 15536  8873  2125  2038  2053  3291  7176  2000  4274  1012
  2051  2005  1037 13387  2030  2091 24170  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100    0 -100 -100 -100    0    0   11    0    0    0    0
    0 -100    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100    0 -100]","['O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
